Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
ORD00278,2025-03-26 02:14:30.725604671,Stapler,Office Supplies,South,3,167.42,502.26,147.03
ORD00279,2025-03-26 09:31:40.583819850,Notebook,Office Supplies,North,3,703.2,2109.6,198.91
ORD00280,2025-03-26 16:48:50.442035029,Printer,Office Supplies,South,5,593.59,2967.95,684.16
ORD00281,2025-03-27 00:06:00.300250209,Table,Furniture,North,7,20.86,146.02,8.77
ORD00282,2025-03-27 07:23:10.158465388,Skincare,Beauty,North,6,206.22,1237.32,187.28
ORD00283,2025-03-27 14:40:20.016680567,Headphones,Electronics,South,5,179.38,896.9,160.61
ORD00284,2025-03-27 21:57:29.874895747,Shoes,Clothing,East,1,223.94,223.94,43.7
ORD00285,2025-03-28 05:14:39.733110926,Laptop,Electronics,West,4,205.57,822.28,233.51
ORD00286,2025-03-28 12:31:49.591326105,Makeup,Beauty,South,3,59.4,178.2,38.86
ORD00287,2025-03-28 19:48:59.449541284,Shoes,Clothing,North,4,372.56,1490.24,253.82
ORD00288,2025-03-29 03:06:09.307756464,Makeup,Beauty,North,5,588.86,2944.3,743.2
ORD00289,2025-03-29 10:23:19.165971643,Stapler,Office Supplies,South,5,489.32,2446.6,703.72
ORD00290,2025-03-29 17:40:29.024186822,Shoes,Clothing,East,5,541.57,2707.85,150.33
ORD00291,2025-03-30 00:57:38.882402002,Stapler,Office Supplies,East,4,74.11,296.44,87.64
ORD00292,2025-03-30 08:14:48.740617181,Laptop,Electronics,North,5,761.68,3808.4,272.43
ORD00293,2025-03-30 15:31:58.598832360,Headphones,Electronics,North,1,672.41,672.41,170.52
ORD00294,2025-03-30 22:49:08.457047540,Jeans,Clothing,East,5,646.02,3230.1,387.88
ORD00295,2025-03-31 06:06:18.315262719,Shoes,Clothing,West,2,660.16,1320.32,109.65
ORD00296,2025-03-31 13:23:28.173477898,Perfume,Beauty,South,7,746.84,5227.88,836.27
ORD00297,2025-03-31 20:40:38.031693078,Skincare,Beauty,North,4,439.96,1759.84,371.31
ORD00298,2025-04-01 03:57:47.889908257,Stapler,Office Supplies,North,2,168.22,336.44,48.86
ORD00299,2025-04-01 11:14:57.748123436,Jacket,Clothing,East,5,497.26,2486.3,158.23
ORD00300,2025-04-01 18:32:07.606338616,Smartphone,Electronics,South,1,596.88,596.88,119.3
ORD00301,2025-04-02 01:49:17.464553795,Makeup,Beauty,East,3,592.95,1778.85,490.25
ORD00302,2025-04-02 09:06:27.322768974,Skincare,Beauty,South,6,421.94,2531.64,369.12
ORD00303,2025-04-02 16:23:37.180984154,Headphones,Electronics,South,7,64.08,448.56,46.69
ORD00304,2025-04-02 23:40:47.039199333,Perfume,Beauty,South,6,303.18,1819.08,292.22
ORD00305,2025-04-03 06:57:56.897414512,Printer,Office Supplies,North,5,737.41,3687.05,228.93
ORD00306,2025-04-03 14:15:06.755629692,Shoes,Clothing,West,7,471.71,3301.97,842.4
ORD00307,2025-04-03 21:32:16.613844871,Headphones,Electronics,East,7,435.28,3046.96,781.8
ORD00308,2025-04-04 04:49:26.472060050,Jacket,Clothing,West,1,222.39,222.39,43.81
ORD00309,2025-04-04 12:06:36.330275229,Hair Care,Beauty,East,7,301.07,2107.49,291.41
ORD00310,2025-04-04 19:23:46.188490409,Hair Care,Beauty,South,4,717.32,2869.28,717.16
ORD00311,2025-04-05 02:40:56.046705588,Laptop,Electronics,North,2,536.51,1073.02,202.45
ORD00312,2025-04-05 09:58:05.904920767,Pen Set,Office Supplies,West,2,632.04,1264.08,324.22
ORD00313,2025-04-05 17:15:15.763135947,Desk,Furniture,North,2,368.93,737.86,153.38
ORD00314,2025-04-06 00:32:25.621351126,Smartphone,Electronics,East,4,507.9,2031.6,499.98
ORD00315,2025-04-06 07:49:35.479566305,Chair,Furniture,North,6,206.22,1237.32,247.02
ORD00316,2025-04-06 15:06:45.337781485,Desk,Furniture,North,1,567.31,567.31,87.1
ORD00317,2025-04-06 22:23:55.195996664,Printer,Office Supplies,West,7,347.81,2434.67,704.8
ORD00318,2025-04-07 05:41:05.054211843,Bookshelf,Furniture,South,4,359.61,1438.44,266.51
ORD00319,2025-04-07 12:58:14.912427023,Desk,Furniture,North,2,522.96,1045.92,210.51
ORD00320,2025-04-07 20:15:24.770642202,Notebook,Office Supplies,South,5,749.66,3748.3,394.03
ORD00321,2025-04-08 03:32:34.628857381,Bookshelf,Furniture,East,3,60.57,181.71,37.51
ORD00322,2025-04-08 10:49:44.487072561,Table,Furniture,North,7,661.55,4630.85,893.3
ORD00323,2025-04-08 18:06:54.345287740,Bookshelf,Furniture,West,4,240.98,963.92,92.74
ORD00324,2025-04-09 01:24:04.203502919,Laptop,Electronics,East,4,360.7,1442.8,93.63
ORD00325,2025-04-09 08:41:14.061718099,Headphones,Electronics,East,1,27.31,27.31,5.49
ORD00326,2025-04-09 15:58:23.919933278,Headphones,Electronics,West,1,247.83,247.83,59.71
ORD00327,2025-04-09 23:15:33.778148457,Notebook,Office Supplies,North,4,407.08,1628.32,294.48
ORD00328,2025-04-10 06:32:43.636363636,Hair Care,Beauty,North,2,54.38,108.76,11.6
ORD00329,2025-04-10 13:49:53.494578816,Chair,Furniture,East,3,397.97,1193.91,258.64
ORD00330,2025-04-10 21:07:03.352793995,Chair,Furniture,North,7,742.42,5196.94,363.92
ORD00331,2025-04-11 04:24:13.211009174,Stapler,Office Supplies,South,1,93.26,93.26,14.96
ORD00332,2025-04-11 11:41:23.069224354,Desk,Furniture,West,7,613.91,4297.37,390.38
ORD00333,2025-04-11 18:58:32.927439533,Smartphone,Electronics,South,2,333.64,667.28,64.14
ORD00334,2025-04-12 02:15:42.785654712,Hair Care,Beauty,North,7,527.59,3693.13,371.43
ORD00335,2025-04-12 09:32:52.643869892,Jacket,Clothing,East,5,215.59,1077.95,158.11
ORD00336,2025-04-12 16:50:02.502085071,Table,Furniture,West,1,136.0,136.0,8.54
ORD00337,2025-04-13 00:07:12.360300250,Monitor,Electronics,North,2,136.77,273.54,40.88
ORD00338,2025-04-13 07:24:22.218515430,Shoes,Clothing,North,2,65.69,131.38,23.38
ORD00339,2025-04-13 14:41:32.076730609,Skincare,Beauty,East,3,156.66,469.98,80.28
ORD00340,2025-04-13 21:58:41.934945788,Shoes,Clothing,East,3,534.73,1604.19,233.72
ORD00341,2025-04-14 05:15:51.793160968,Monitor,Electronics,South,5,706.54,3532.7,917.75
ORD00342,2025-04-14 12:33:01.651376147,Jacket,Clothing,West,2,653.16,1306.32,112.78
ORD00343,2025-04-14 19:50:11.509591326,Stapler,Office Supplies,West,6,551.26,3307.56,583.53
ORD00344,2025-04-15 03:07:21.367806506,T-Shirt,Clothing,East,2,97.24,194.48,12.74
ORD00345,2025-04-15 10:24:31.226021684,Chair,Furniture,South,3,238.46,715.38,48.49
ORD00346,2025-04-15 17:41:41.084236864,Bookshelf,Furniture,West,6,254.75,1528.5,295.71
ORD00347,2025-04-16 00:58:50.942452044,Stapler,Office Supplies,East,1,207.47,207.47,39.73
ORD00348,2025-04-16 08:16:00.800667222,Monitor,Electronics,North,1,416.85,416.85,112.34
ORD00349,2025-04-16 15:33:10.658882402,Chair,Furniture,West,7,433.09,3031.63,574.4
ORD00350,2025-04-16 22:50:20.517097582,Makeup,Beauty,South,4,291.94,1167.76,338.59
ORD00351,2025-04-17 06:07:30.375312760,Table,Furniture,South,3,289.49,868.47,54.0
ORD00352,2025-04-17 13:24:40.233527940,Table,Furniture,South,4,664.56,2658.24,198.04
ORD00353,2025-04-17 20:41:50.091743120,Smartphone,Electronics,North,6,633.54,3801.24,231.94
ORD00354,2025-04-18 03:58:59.949958298,Jacket,Clothing,West,3,253.16,759.48,73.15
ORD00355,2025-04-18 11:16:09.808173478,Desk,Furniture,West,5,731.89,3659.45,678.16
ORD00356,2025-04-18 18:33:19.666388658,Pen Set,Office Supplies,North,2,762.72,1525.44,322.47
ORD00357,2025-04-19 01:50:29.524603836,T-Shirt,Clothing,West,5,268.13,1340.65,82.31
ORD00358,2025-04-19 09:07:39.382819016,Makeup,Beauty,North,6,290.0,1740.0,498.5
ORD00359,2025-04-19 16:24:49.241034196,Headphones,Electronics,North,3,409.45,1228.35,320.04
ORD00360,2025-04-19 23:41:59.099249374,Perfume,Beauty,North,6,753.49,4520.94,561.29
ORD00361,2025-04-20 06:59:08.957464554,Shoes,Clothing,South,2,702.29,1404.58,97.33
ORD00362,2025-04-20 14:16:18.815679734,T-Shirt,Clothing,West,1,91.03,91.03,8.42
ORD00363,2025-04-20 21:33:28.673894912,Jacket,Clothing,North,1,320.26,320.26,26.18
ORD00364,2025-04-21 04:50:38.532110092,Hair Care,Beauty,West,6,447.16,2682.96,216.84
ORD00365,2025-04-21 12:07:48.390325272,Jacket,Clothing,South,4,407.47,1629.88,292.79
ORD00366,2025-04-21 19:24:58.248540450,Makeup,Beauty,North,3,163.15,489.45,54.56
ORD00367,2025-04-22 02:42:08.106755630,Jeans,Clothing,East,3,688.47,2065.41,288.2
ORD00368,2025-04-22 09:59:17.964970810,Printer,Office Supplies,South,1,544.78,544.78,162.0
ORD00369,2025-04-22 17:16:27.823185988,Jacket,Clothing,East,7,671.95,4703.65,1039.88
ORD00370,2025-04-23 00:33:37.681401168,Skincare,Beauty,West,5,688.42,3442.1,988.73
ORD00371,2025-04-23 07:50:47.539616348,Chair,Furniture,West,7,601.2,4208.4,360.4
ORD00372,2025-04-23 15:07:57.397831526,Jeans,Clothing,South,2,356.98,713.96,103.91
ORD00373,2025-04-23 22:25:07.256046706,Chair,Furniture,West,5,492.33,2461.65,464.47
ORD00374,2025-04-24 05:42:17.114261886,Printer,Office Supplies,East,5,136.69,683.45,47.29
ORD00375,2025-04-24 12:59:26.972477064,Headphones,Electronics,North,6,542.18,3253.08,166.06
ORD00376,2025-04-24 20:16:36.830692244,Printer,Office Supplies,North,1,151.61,151.61,32.99
ORD00377,2025-04-25 03:33:46.688907422,Jeans,Clothing,North,7,558.22,3907.54,822.36
ORD00378,2025-04-25 10:50:56.547122602,Bookshelf,Furniture,South,7,191.38,1339.66,204.56
ORD00379,2025-04-25 18:08:06.405337782,Chair,Furniture,West,1,102.87,102.87,17.74
ORD00380,2025-04-26 01:25:16.263552960,Perfume,Beauty,East,7,140.57,983.99,151.4
ORD00381,2025-04-26 08:42:26.121768140,Desk,Furniture,West,1,11.57,11.57,0.65
ORD00382,2025-04-26 15:59:35.979983320,Hair Care,Beauty,West,6,577.8,3466.8,464.01
ORD00383,2025-04-26 23:16:45.838198498,Laptop,Electronics,West,4,588.6,2354.4,221.95
ORD00384,2025-04-27 06:33:55.696413678,Jeans,Clothing,North,5,416.8,2084.0,155.48
ORD00385,2025-04-27 13:51:05.554628858,Hair Care,Beauty,East,6,137.48,824.88,238.54
ORD00386,2025-04-27 21:08:15.412844036,Smartphone,Electronics,East,3,76.01,228.03,45.57
ORD00387,2025-04-28 04:25:25.271059216,Table,Furniture,West,2,25.11,50.22,11.66
ORD00388,2025-04-28 11:42:35.129274396,Bookshelf,Furniture,North,4,140.94,563.76,72.64
ORD00389,2025-04-28 18:59:44.987489574,Laptop,Electronics,North,3,713.78,2141.34,317.53
ORD00390,2025-04-29 02:16:54.845704754,Chair,Furniture,East,5,200.81,1004.05,109.67
ORD00391,2025-04-29 09:34:04.703919934,Laptop,Electronics,North,7,289.87,2029.09,150.64
ORD00392,2025-04-29 16:51:14.562135112,Skincare,Beauty,North,1,93.22,93.22,8.83
ORD00393,2025-04-30 00:08:24.420350292,Perfume,Beauty,North,5,185.67,928.35,231.51
ORD00394,2025-04-30 07:25:34.278565472,Smartphone,Electronics,South,6,420.19,2521.14,553.1
ORD00395,2025-04-30 14:42:44.136780650,Skincare,Beauty,West,2,490.12,980.24,183.04
ORD00396,2025-04-30 21:59:53.994995830,Skincare,Beauty,East,6,203.83,1222.98,206.41
ORD00397,2025-05-01 05:17:03.853211010,Skincare,Beauty,East,4,55.61,222.44,62.42
ORD00398,2025-05-01 12:34:13.711426188,Printer,Office Supplies,South,4,318.92,1275.68,86.98
ORD00399,2025-05-01 19:51:23.569641368,T-Shirt,Clothing,West,2,195.02,390.04,46.86
ORD00400,2025-05-02 03:08:33.427856548,Chair,Furniture,East,3,183.45,550.35,75.66
ORD00401,2025-05-02 10:25:43.286071726,Stapler,Office Supplies,North,3,768.29,2304.87,566.09
ORD00402,2025-05-02 17:42:53.144286906,Makeup,Beauty,East,4,496.88,1987.52,592.54
ORD00403,2025-05-03 01:00:03.002502086,Laptop,Electronics,North,4,449.93,1799.72,198.27
ORD00404,2025-05-03 08:17:12.860717264,Hair Care,Beauty,South,7,338.46,2369.22,636.32
ORD00405,2025-05-03 15:34:22.718932444,T-Shirt,Clothing,North,1,348.87,348.87,89.89
ORD00406,2025-05-03 22:51:32.577147624,Makeup,Beauty,East,7,437.31,3061.17,324.99
ORD00407,2025-05-04 06:08:42.435362802,Headphones,Electronics,East,7,560.18,3921.26,587.53
ORD00408,2025-05-04 13:25:52.293577982,Jacket,Clothing,East,3,564.7,1694.1,258.21
ORD00409,2025-05-04 20:43:02.151793162,Skincare,Beauty,South,2,145.64,291.28,85.8
ORD00410,2025-05-05 04:00:12.010008340,Shoes,Clothing,South,3,405.09,1215.27,115.72
ORD00411,2025-05-05 11:17:21.868223520,Table,Furniture,West,1,335.45,335.45,83.79
ORD00412,2025-05-05 18:34:31.726438700,Bookshelf,Furniture,East,6,697.72,4186.32,559.08
ORD00413,2025-05-06 01:51:41.584653878,Skincare,Beauty,North,4,508.82,2035.28,473.65
ORD00414,2025-05-06 09:08:51.442869058,Jeans,Clothing,South,4,430.68,1722.72,267.03
ORD00415,2025-05-06 16:26:01.301084236,Smartphone,Electronics,East,1,101.16,101.16,19.68
ORD00416,2025-05-06 23:43:11.159299416,Makeup,Beauty,East,7,488.45,3419.15,882.66
ORD00417,2025-05-07 07:00:21.017514596,Desk,Furniture,South,2,102.59,205.18,51.51
ORD00418,2025-05-07 14:17:30.875729774,Table,Furniture,West,4,276.39,1105.56,294.75
ORD00419,2025-05-07 21:34:40.733944954,Makeup,Beauty,South,5,122.85,614.25,39.87
ORD00420,2025-05-08 04:51:50.592160134,Shoes,Clothing,South,7,556.74,3897.18,869.12
ORD00421,2025-05-08 12:09:00.450375312,Desk,Furniture,North,4,172.94,691.76,58.8
ORD00422,2025-05-08 19:26:10.308590492,Shoes,Clothing,North,5,319.57,1597.85,246.0
ORD00423,2025-05-09 02:43:20.166805672,Bookshelf,Furniture,West,1,717.58,717.58,134.29
ORD00424,2025-05-09 10:00:30.025020850,Chair,Furniture,East,1,171.41,171.41,25.83
ORD00425,2025-05-09 17:17:39.883236030,Notebook,Office Supplies,South,7,411.17,2878.19,517.79
ORD00426,2025-05-10 00:34:49.741451210,Table,Furniture,West,4,341.22,1364.88,408.28
ORD00427,2025-05-10 07:51:59.599666388,Laptop,Electronics,North,3,24.32,72.96,6.11
ORD00428,2025-05-10 15:09:09.457881568,Perfume,Beauty,South,5,636.28,3181.4,696.29
ORD00429,2025-05-10 22:26:19.316096748,Perfume,Beauty,East,2,64.55,129.1,19.24
ORD00430,2025-05-11 05:43:29.174311926,T-Shirt,Clothing,North,4,384.66,1538.64,128.1
ORD00431,2025-05-11 13:00:39.032527106,Desk,Furniture,North,2,452.94,905.88,81.24
ORD00432,2025-05-11 20:17:48.890742286,Laptop,Electronics,North,4,506.46,2025.84,582.06
ORD00433,2025-05-12 03:34:58.748957464,T-Shirt,Clothing,West,3,554.02,1662.06,448.59
ORD00434,2025-05-12 10:52:08.607172644,Notebook,Office Supplies,East,3,210.09,630.27,174.43
ORD00435,2025-05-12 18:09:18.465387824,Shoes,Clothing,South,7,17.88,125.16,37.28
ORD00436,2025-05-13 01:26:28.323603002,T-Shirt,Clothing,West,7,581.52,4070.64,415.53
ORD00437,2025-05-13 08:43:38.181818182,Table,Furniture,West,3,433.17,1299.51,180.45
ORD00438,2025-05-13 16:00:48.040033362,Notebook,Office Supplies,West,6,670.53,4023.18,874.26
ORD00439,2025-05-13 23:17:57.898248540,T-Shirt,Clothing,North,3,658.9,1976.7,337.92
ORD00440,2025-05-14 06:35:07.756463720,Laptop,Electronics,East,1,676.23,676.23,104.54
ORD00441,2025-05-14 13:52:17.614678900,Smartphone,Electronics,West,1,393.22,393.22,54.84
ORD00442,2025-05-14 21:09:27.472894078,Makeup,Beauty,South,6,273.57,1641.42,325.73
ORD00443,2025-05-15 04:26:37.331109258,Stapler,Office Supplies,East,5,635.33,3176.65,615.95
ORD00444,2025-05-15 11:43:47.189324438,Notebook,Office Supplies,South,2,366.52,733.04,66.24
ORD00445,2025-05-15 19:00:57.047539616,Skincare,Beauty,East,4,154.92,619.68,104.07
ORD00446,2025-05-16 02:18:06.905754796,Jeans,Clothing,South,4,685.43,2741.72,516.45
ORD00447,2025-05-16 09:35:16.763969976,Printer,Office Supplies,North,6,707.22,4243.32,817.14
ORD00448,2025-05-16 16:52:26.622185154,Smartphone,Electronics,West,1,378.38,378.38,38.79
ORD00449,2025-05-17 00:09:36.480400334,Monitor,Electronics,South,7,69.8,488.6,115.1
ORD00450,2025-05-17 07:26:46.338615514,Table,Furniture,East,4,316.38,1265.52,71.25
ORD00451,2025-05-17 14:43:56.196830692,Stapler,Office Supplies,West,1,644.79,644.79,89.44
ORD00452,2025-05-17 22:01:06.055045872,T-Shirt,Clothing,West,5,722.4,3612.0,885.13
ORD00453,2025-05-18 05:18:15.913261052,Makeup,Beauty,East,2,170.74,341.48,65.21
ORD00454,2025-05-18 12:35:25.771476230,Hair Care,Beauty,South,5,62.91,314.55,36.26
ORD00455,2025-05-18 19:52:35.629691410,Jacket,Clothing,North,6,703.11,4218.66,943.88
ORD00456,2025-05-19 03:09:45.487906588,Desk,Furniture,North,3,317.63,952.89,182.81
ORD00457,2025-05-19 10:26:55.346121768,Makeup,Beauty,South,3,437.99,1313.97,327.26
ORD00458,2025-05-19 17:44:05.204336948,Pen Set,Office Supplies,West,3,774.77,2324.31,543.32
ORD00459,2025-05-20 01:01:15.062552126,Desk,Furniture,West,5,62.59,312.95,63.38
ORD00460,2025-05-20 08:18:24.920767306,Stapler,Office Supplies,West,4,522.17,2088.68,359.35
ORD00461,2025-05-20 15:35:34.778982486,Laptop,Electronics,West,2,68.54,137.08,11.42
ORD00462,2025-05-20 22:52:44.637197664,Bookshelf,Furniture,South,3,306.62,919.86,106.09
ORD00463,2025-05-21 06:09:54.495412844,Skincare,Beauty,West,6,645.01,3870.06,598.99
ORD00464,2025-05-21 13:27:04.353628024,Table,Furniture,East,6,352.44,2114.64,422.56
ORD00465,2025-05-21 20:44:14.211843202,Bookshelf,Furniture,West,3,797.77,2393.31,427.03
ORD00466,2025-05-22 04:01:24.070058382,Table,Furniture,North,3,451.66,1354.98,165.37
ORD00467,2025-05-22 11:18:33.928273562,Chair,Furniture,West,2,263.72,527.44,27.22
ORD00468,2025-05-22 18:35:43.786488740,Pen Set,Office Supplies,South,3,183.89,551.67,96.02
ORD00469,2025-05-23 01:52:53.644703920,Laptop,Electronics,North,2,286.91,573.82,69.67
ORD00470,2025-05-23 09:10:03.502919100,Shoes,Clothing,South,6,304.3,1825.8,426.6
ORD00471,2025-05-23 16:27:13.361134278,Table,Furniture,South,3,64.28,192.84,10.8
ORD00472,2025-05-23 23:44:23.219349458,Skincare,Beauty,North,5,301.96,1509.8,296.23
ORD00473,2025-05-24 07:01:33.077564638,Bookshelf,Furniture,South,7,376.75,2637.25,752.59
ORD00474,2025-05-24 14:18:42.935779816,Skincare,Beauty,South,5,580.96,2904.8,271.9
ORD00475,2025-05-24 21:35:52.793994996,Stapler,Office Supplies,West,6,528.82,3172.92,532.77
ORD00476,2025-05-25 04:53:02.652210176,Skincare,Beauty,East,2,569.92,1139.84,83.04
ORD00477,2025-05-25 12:10:12.510425354,Shoes,Clothing,South,5,16.61,83.05,17.14
ORD00478,2025-05-25 19:27:22.368640534,Laptop,Electronics,South,2,181.96,363.92,68.28
ORD00479,2025-05-26 02:44:32.226855714,Hair Care,Beauty,South,5,532.73,2663.65,404.45
ORD00480,2025-05-26 10:01:42.085070892,Hair Care,Beauty,West,5,392.35,1961.75,353.79
ORD00481,2025-05-26 17:18:51.943286072,Laptop,Electronics,East,2,14.2,28.4,7.79
ORD00482,2025-05-27 00:36:01.801501252,T-Shirt,Clothing,North,4,645.55,2582.2,255.83
ORD00483,2025-05-27 07:53:11.659716430,Bookshelf,Furniture,West,5,620.52,3102.6,172.63
ORD00484,2025-05-27 15:10:21.517931610,Makeup,Beauty,West,3,443.25,1329.75,352.94
ORD00485,2025-05-27 22:27:31.376146790,Headphones,Electronics,East,7,62.51,437.57,85.01
ORD00486,2025-05-28 05:44:41.234361968,Stapler,Office Supplies,East,6,615.55,3693.3,1007.03
ORD00487,2025-05-28 13:01:51.092577148,Laptop,Electronics,West,4,471.13,1884.52,375.46
ORD00488,2025-05-28 20:19:00.950792328,Notebook,Office Supplies,North,2,627.75,1255.5,317.06
ORD00489,2025-05-29 03:36:10.809007506,Shoes,Clothing,West,4,603.88,2415.52,380.25
ORD00490,2025-05-29 10:53:20.667222686,Chair,Furniture,East,1,644.37,644.37,153.02
ORD00491,2025-05-29 18:10:30.525437866,Monitor,Electronics,North,1,419.23,419.23,116.66
ORD00492,2025-05-30 01:27:40.383653044,Perfume,Beauty,East,5,120.86,604.3,116.65
ORD00493,2025-05-30 08:44:50.241868224,Jacket,Clothing,North,5,540.21,2701.05,257.13
ORD00494,2025-05-30 16:02:00.100083402,Smartphone,Electronics,South,3,500.17,1500.51,175.86
ORD00495,2025-05-30 23:19:09.958298582,Makeup,Beauty,East,7,596.38,4174.66,416.05
ORD00496,2025-05-31 06:36:19.816513762,Headphones,Electronics,East,6,144.21,865.26,96.66
ORD00497,2025-05-31 13:53:29.674728940,Stapler,Office Supplies,West,4,164.03,656.12,83.07
ORD00498,2025-05-31 21:10:39.532944120,Headphones,Electronics,East,1,713.42,713.42,134.68
ORD00499,2025-06-01 04:27:49.391159300,Headphones,Electronics,East,5,602.48,3012.4,593.44
ORD00500,2025-06-01 11:44:59.249374478,Headphones,Electronics,South,6,727.5,4365.0,683.67
ORD00501,2025-06-01 19:02:09.107589658,Jacket,Clothing,East,4,609.39,2437.56,496.91
ORD00502,2025-06-02 02:19:18.965804838,Monitor,Electronics,South,5,481.75,2408.75,169.56
ORD00503,2025-06-02 09:36:28.824020016,Hair Care,Beauty,South,5,526.76,2633.8,189.49
ORD00504,2025-06-02 16:53:38.682235196,Pen Set,Office Supplies,South,1,712.41,712.41,66.22
ORD00505,2025-06-03 00:10:48.540450376,Printer,Office Supplies,South,1,467.26,467.26,83.88
ORD00506,2025-06-03 07:27:58.398665554,Laptop,Electronics,North,5,509.59,2547.95,263.71
ORD00507,2025-06-03 14:45:08.256880734,T-Shirt,Clothing,West,2,133.62,267.24,32.29
ORD00508,2025-06-03 22:02:18.115095914,Jeans,Clothing,North,5,384.4,1922.0,288.45
ORD00509,2025-06-04 05:19:27.973311092,Perfume,Beauty,East,6,575.95,3455.7,874.18
ORD00510,2025-06-04 12:36:37.831526272,Monitor,Electronics,North,5,224.04,1120.2,59.89
ORD00511,2025-06-04 19:53:47.689741452,Stapler,Office Supplies,North,3,169.78,509.34,108.16
ORD00512,2025-06-05 03:10:57.547956630,Shoes,Clothing,East,7,257.92,1805.44,392.18
ORD00513,2025-06-05 10:28:07.406171810,Smartphone,Electronics,East,3,200.79,602.37,150.39
ORD00514,2025-06-05 17:45:17.264386990,Jeans,Clothing,East,3,179.78,539.34,152.73
ORD00515,2025-06-06 01:02:27.122602168,Jacket,Clothing,North,2,345.63,691.26,38.04
ORD00516,2025-06-06 08:19:36.980817348,Stapler,Office Supplies,North,2,727.19,1454.38,128.63
ORD00517,2025-06-06 15:36:46.839032528,Table,Furniture,East,5,410.58,2052.9,557.45
ORD00518,2025-06-06 22:53:56.697247706,Makeup,Beauty,West,3,158.46,475.38,78.26
ORD00519,2025-06-07 06:11:06.555462886,Skincare,Beauty,West,2,70.81,141.62,27.07
ORD00520,2025-06-07 13:28:16.413678066,Pen Set,Office Supplies,South,1,559.96,559.96,120.82
ORD00521,2025-06-07 20:45:26.271893244,Shoes,Clothing,East,5,312.41,1562.05,343.29
ORD00522,2025-06-08 04:02:36.130108424,Monitor,Electronics,South,6,659.25,3955.5,1119.15
ORD00523,2025-06-08 11:19:45.988323604,Shoes,Clothing,West,7,531.01,3717.07,1112.29
ORD00524,2025-06-08 18:36:55.846538782,Notebook,Office Supplies,South,4,639.03,2556.12,588.01
ORD00525,2025-06-09 01:54:05.704753962,Skincare,Beauty,East,5,224.84,1124.2,136.93
ORD00526,2025-06-09 09:11:15.562969142,Jeans,Clothing,East,4,556.96,2227.84,601.38
ORD00527,2025-06-09 16:28:25.421184320,Hair Care,Beauty,East,3,218.61,655.83,40.86
ORD00528,2025-06-09 23:45:35.279399500,Smartphone,Electronics,North,7,751.86,5263.02,567.2
ORD00529,2025-06-10 07:02:45.137614680,Hair Care,Beauty,South,4,512.74,2050.96,562.67
ORD00530,2025-06-10 14:19:54.995829858,Skincare,Beauty,West,3,266.36,799.08,91.13
ORD00531,2025-06-10 21:37:04.854045038,Table,Furniture,West,1,222.91,222.91,23.44
ORD00532,2025-06-11 04:54:14.712260218,Desk,Furniture,West,4,160.83,643.32,54.38
ORD00533,2025-06-11 12:11:24.570475396,Table,Furniture,North,7,558.77,3911.39,1035.65
ORD00534,2025-06-11 19:28:34.428690576,Perfume,Beauty,North,5,182.79,913.95,159.95
ORD00535,2025-06-12 02:45:44.286905754,Notebook,Office Supplies,East,3,480.29,1440.87,315.15
ORD00536,2025-06-12 10:02:54.145120934,Skincare,Beauty,West,5,219.06,1095.3,120.23
ORD00537,2025-06-12 17:20:04.003336114,Notebook,Office Supplies,North,7,532.96,3730.72,893.55
ORD00538,2025-06-13 00:37:13.861551292,Printer,Office Supplies,East,2,653.8,1307.6,313.83
ORD00539,2025-06-13 07:54:23.719766472,Bookshelf,Furniture,West,3,624.64,1873.92,240.14
ORD00540,2025-06-13 15:11:33.577981652,Jeans,Clothing,South,4,611.07,2444.28,373.17
ORD00541,2025-06-13 22:28:43.436196830,Headphones,Electronics,East,3,158.3,474.9,48.64
ORD00542,2025-06-14 05:45:53.294412010,Desk,Furniture,North,5,79.82,399.1,117.39
ORD00543,2025-06-14 13:03:03.152627190,Desk,Furniture,North,1,562.17,562.17,118.84
ORD00544,2025-06-14 20:20:13.010842368,T-Shirt,Clothing,East,3,300.99,902.97,256.11
ORD00545,2025-06-15 03:37:22.869057548,Monitor,Electronics,East,4,351.55,1406.2,176.97
ORD00546,2025-06-15 10:54:32.727272728,Makeup,Beauty,North,2,34.61,69.22,16.99
ORD00547,2025-06-15 18:11:42.585487906,Hair Care,Beauty,South,6,215.07,1290.42,311.59
ORD00548,2025-06-16 01:28:52.443703086,Table,Furniture,West,1,36.6,36.6,8.16
ORD00549,2025-06-16 08:46:02.301918266,Smartphone,Electronics,South,2,704.56,1409.12,410.63
ORD00550,2025-06-16 16:03:12.160133444,Desk,Furniture,East,3,202.28,606.84,90.05
ORD00551,2025-06-16 23:20:22.018348624,Notebook,Office Supplies,South,5,450.3,2251.5,186.15
ORD00552,2025-06-17 06:37:31.876563804,Chair,Furniture,North,7,40.79,285.53,62.22
ORD00553,2025-06-17 13:54:41.734778982,Table,Furniture,East,5,536.81,2684.05,623.58
ORD00554,2025-06-17 21:11:51.592994162,Hair Care,Beauty,West,4,265.19,1060.76,205.54
ORD00555,2025-06-18 04:29:01.451209342,Makeup,Beauty,North,5,719.36,3596.8,365.81
ORD00556,2025-06-18 11:46:11.309424520,Makeup,Beauty,North,1,711.61,711.61,125.32
